YEAR,SERVICE,TITLE,ID #,DEPARTMENT,LOCATION,DISTRICT,Description,FIN_CODE,Amount,LATITUDE,LONGITUDE
2013,Streets and Utilities,Hamline Avenue Bridge Reconstruction over Ayd Mill Road,SU-132343-1,Public Works,Between Selby and Ashland Avenues,13,"Reconstruction of Hamline Avenue Bridge (No.62502) which crosses over the CP Railway and Ayd Mill Road. The new bridge will provide adequate traffic and bicycle lanes, walkway facilities, lantern style lighting and ornamental metal railings. The roadway portion of the project will include concrete retaining walls, curb & gutter and sidewalk. The project will also include grading and bituminous pavement.",Federal,3876000,,
2013,Streets and Utilities,Citywide Stairway Repair and Replacement Program,SU-662966,Public Works,Various location throughout the City of St. Paul,Citywide,The City owns 230+ stairways within the public right of way. The vast majority of these stairways are in need of major repair or replacement. Public Works is requesting a multi-year program to bring all public stairways into a state of repair that will insure public safety for years to come. Public Works will prioritize the work by assessing the public use of the facility and the degree to which the structure is deficient or non compliant with current stairway design standards. Higher volume and severely deteriorated/non compliant stairways will be addressed first.,CIB,113000,,
2013,Streets and Utilities,Central Corridor Streetscape,SU-552384-1,Public Works,University Avenue from Rice Street to West City Limits,"7, 8, 11, 12, 13, 17","The City's contribution to the Central Corridor LRT project will be in the form of streetscape improvements within the sidewalk area, which will include: - Textured and colored pavement differentiating pedestrian realm from vehicle realm; - Above standard street lighting; - Landscaping and Stormwater Management (with planting trenches, structural soils, irrigation, trees & plantings, and bicycle racks); - Benches; and - Trash receptacles. Other funding sources approved by City Council and leveraged by this investment include: Federal grants (administered by Metro Council), assessments, and STAR grants.",STAR,436000,,
2013,Streets and Utilities,Bridge Enhancement Program,SU-662344-1,Public Works,Citywide,Citywide,This program provides bridge enhancements that include ornamental railing and lantern lighting to bridges that currently have no amenities and are not scheduled for reconstruction for at least ten years.  Projects will be selected through a CIB process with selection criteria developed by Public Works and the CIB Committee.,CIB,225000,,
2013,Streets and Utilities,"Bicycle, Pedestrian and Traffic Safety Program",SU-662764-1,Public Works,Citywide,Citywide,"This program will be utilized to safety improvements at various intersections and locations throughout the City to promote alternate means of transportation such as walking and bicycling as a healthy and more active lifestyle, and develop and implement projects and activities that improve safety and reduce traffic, fuel consumption, and improve air quality.

Funding will be used to install bike lanes, pavement markings and signs, and install bicycle racks in sidewalk areas to recognize and encourage bicycling as a viable transportation mode. At signalized intersections, funding will be utilized to install pedestrian countdown timers, audible pedestrian signals and new pedestrian ramps to meet current design standards. A variety of neighborhood traffic calming techniques such as pedestrian refuge islands, street narrowing, chokers (bump outs), diverters, traffic circles, street closures, signing, pavement markings, median islands, and dynamic speed limit display signs can be used to calm traffic and increase safety. These techniques must be tailored for a particular problem.",CIB,135000,,
2013,Streets and Utilities,Maryland Ave at Payne Ave Intersection Improvements,SU-052862-1,Public Works,Maryland Avenue - Edgerton to Greenbriar,5,"Widen and reconstruct Maryland Avenue in order to install left turn lanes on Maryland at the Payne Avenue intersection. This proposal will fund the City's share of project which will be administered by Ramsey County. The project will include reconstructing Maryland Avenue between Edgerton and Greenbriar. The traffic signal system at Maryland and Payne will be revised to include left turn arrow indications. Lantern style street lighting, new sidewalk and boulevard trees will also be installed on Maryland within the project area. Ramsey County has received 2014 Federal Highway Safety Funds for this project.",MSA,200000,,
2013,Community Facilities,Air Handler Replacement- Capital Maintenance,CF-660836-272,Parks and Recreation,1275 Midway Parkway,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,200000,,
2013,Community Facilities,Langford Rec Center Door Replacement- Capital Maintenance,CF-660836-271,Parks and Recreation,30 Langford Park,12,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,22000,,
2013,Community Facilities,West Minnehaha Rec Center Door Replacement- Capital Maintenance,CF-660836-270,Parks and Recreation,685 Minnehaha Ave W,7,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,14000,,
2013,Streets and Utilities,Arlington/Rice RSVP,SU-6602231-14,Public Works,Arlington/Rice RSVP,6,"This is a citywide program established to improve the structural condition, safety and rideability of the city's street system.  This recurring program, which replaces the Residential Street Vitality Program, will include all city streets, both residential and arterial, and projects will be prioritized by Pavement Condition Index and Average Daily Traffic as the main criteria.",Street Bonds,5877000,,
2013,Streets and Utilities,Aguirre Avenue Connection,SU-052957,Public Works,"Aguirre Avenue, Payne Avenue, Bruce Vento Regional Trail",5,"The Aguirre Avenue Connection Project will provide increased public bicycle/pedestrian access to the Bruce Vento Regional Trail and Eastside Heritage Park via construction of a short trail link to Aguirre Avenue and Payne Avenue. The Bruce Vento Regional Trail and new Eastside Heritage Park are significant assets for the Payne/Phalen community, offering a high quality park facility and access to a more than 85-mile network of trails. However, because the park and trail are situated below the community in a former rail corridor, there is no quick connection to the surrounding, densely populated residential area, the Payne Avenue commercial corridor and other destinations such as the John A Johnson Achievement Plus School and East Side YMCA. Aguirre Avenue currently offers a partial connection between Payne Avenue and the trail and park. By constructing an approximately 200-foot trail connection off of the end of the existing street, direct pedestrian/bicycle access can be provided for an estimated $30,000.",CIB,44000,,
2013,Residential and Economic Development,Vacant & Hazardous Building Demolition,RE-660840,Safety and Inspections,Citywide,Citywide,"This is a city-wide, multi-year program which provides resources to clear buildings which are considered nuisance properties, and/or pose a threat to public health and safety. Properties must have been 1) vacant for at least one year, 2) vacant and unfit for rehabilitation for at least 90 days, and are typically identified on the City's Vacant Building List. The Program is administered by the City's Code Enforcement personnel in the Department of Safety and Inspections.",CDBG,400000,,
2013,Residential and Economic Development,Stay in Saint Paul Program,RE-662950-1,Planning and Economic Development,Citywide,Citywide,"The Stay in Saint Paul Program will retain businesses in Saint Paul that would otherwise leave due to loss of parking and other changes resulting from the new LRT line. Incentive financing will be provided to qualified businesses that have determined a need to move from University Avenue. Funds will be invested in approximately 20 businesses either buying or renting property anywhere in Saint Paul. Grants of up to $10,000, on average, may be used for build-outs, building improvements, energy efficiency improvements, moving costs, and innovative rent incentives. These grants will leverage additional financing from private and non-profit sources, as Sparc will partner with other organizations and banks to complete these real estate transactions. Sparc and its partners will also provide technical assistance, matching businesses with vacant space and helping business owners create updated business plans to ensure that the transition is successful.",CDBG,50000,,
2013,Residential and Economic Development,Sparc Deferred Loan Programs,RE-552949-1,Planning and Economic Development,Hamline Midway (District 11) and North End (District 6),"6, 11","Sparc intends to utilize CIB fund to improve homes located in the Hamline Midway (District 11) and North End (District 6). This will be accomplished by allocating funds into two distinct programs. 1. Deferred Home Improvement Loans -  Loans of up to $35,000 will be provided to eligible applicants. Funds will be used to address health and safety improvements, lead abatement and additional homeowner needs. 2. Emergency Loans - Loans of up to $4,999 will be provided to correct an emergency need. Examples of projects previous completed include the replacement of a broken furnace and the replacement of a failed sewer line. The program has been streamlined to correct these emergencies as quickly as possible. Both previous examples were completed in 4-5 days, from the time of application to the completion of the improvement project.",CDBG,225000,,
2013,Residential and Economic Development,Restore Saint Paul: Commercial Facade Improvement Program,RE-552945-1,Planning and Economic Development,"West Side, Daytons Bluff, Payne Phalen, Frogtown, Summit U,West End","3, 4, 5, 7, 8, 9","The Restore Saint Paul (RSP) Commercial Façade Improvement Program will provide forgivable loans and technical resources that assist business owners with historically appropriate façade improvements. Funded improvements will stabilize aging structures and improve business vitality in Saint Paul's oldest neighborhoods. Forgivable loan amounts will average $37,500, and will only be provided to businesses who serve a majority of Saint Paul residents residing in low-moderate income neighborhoods. We expect to complete 6-10 projects, assisting 8-12 small businesses. Design services will be provided to enhance architectural features, address deferred maintenance concerns, and assists in the development of a business identity, adding to street appeal and attracting new customers. Resources provided through the program will be available to eligible scattered sites in commercial areas of the following districts: D3, D4, D5, D7, D8, and D9. Historic Saint Paul (HSP) will work closely with local community development organizations to ensure this initiative compliments ongoing revitalization efforts.",CDBG,100000,,
2013,Residential and Economic Development,NENDC Economic Development/Loan Leverage Fund,RE-552944,Planning and Economic Development,Saint Paul's East Side,"1, 2, 4, 5","To provide loans and grants to businesses located in the service area and/or to assist in the acquisition of properties or their construction to bring new businesses to the East Side. The Economic Development - Loan Leverage fund is designed to target small to medium service, retail or manufacturing businesses that both provide service to the neighborhood and the opportunity for employment. Eligible uses include site acquisition, construction, machinery, working capital and site improvements. A budget of $200,000 for 2012 and $200,000 for 2013 is requested for this program.",CDBG,200000,,
2013,Community Facilities,Rebuild Chiller Support Structure- Capital Maintenance,CF-660836-269,Parks and Recreation,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,43000,,
2013,Community Facilities,Traffic Ops Storage Yard Concrete Dumpster Pad- Capital Maintenance,CF-660836-268,Public Works,899 N. Dale Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,10000,,
2013,Residential and Economic Development,Housing Real Estate Multi-Unit Development Fund,RE-661808-5,Planning and Economic Development,Citywide,Citywide,"Funding is being requested to address rental or ownership properties with more than four units as follows:  

1.	Assist in rehabilitation/redevelopment.    
2.	Implement CDBG-eligible activities related to acquisition and related costs such as relocation, demolition, site preparation, public improvements, rehabilitation, new construction (if marketable), and all financing and other related costs that are part of the total development cost of a housing project.
3.	Implement the housing component of larger mixed-use development as determined by Mayor, City Council/HRA and neighborhood priorities",CDBG,655000,,
2013,Residential and Economic Development,Homeowner Rehabilitation Fund,RE-661807-3,Planning and Economic Development,Citywide,Citywide,"The funds are used to assist low income households to rehabilitate their homes by addressing CDBG eligible uses: (i.e. building code enforcement, lead paint abatement, hazardous waste treatment, handicap accessibility, energy improvements and window, roof and siding replacement, etc.).   Funds are also used for emergency repair of water/sewer lines, deficient furnaces and broken water heaters.",CDBG,945000,,
2013,Residential and Economic Development,Home Improvement Plus,RE-550862-1,Planning and Economic Development,St. Paul's East Side,"1, 2, 4","Home Improvement Plus is NENDC's comprehensive home improvement program. We offer a variety of options to low and moderate income homeowners.  The program offers deferred loans (grants) and low interest loans. Eligible improvements include exterior improvements, code improvements, and value added improvements. The program requires that health and safety needs and improvements must be satisfied before other improvements are funded.  The deferred loans can be used to fund up to half of the total cost of the project with the remainder financed through sources (additional loans, sweat equity...)  A budget of $150,000 for FY 2004 and $150,000 for FY 2005 is requested for this project.",CDBG,125000,,
2013,Residential and Economic Development,Home Improvement Lending Program,RE-661087-1,Planning and Economic Development,Citywide,Citywide,"For the past 22 years, CNHS has been lending CDBG funds to homeowners within the City of St. Paul for home improvements.  According to the 1990 census tracts, more than 50% of the housing stock in many of the city's districts was built prior to 1939. There are ongoing maintenance and improvement needs throughout the community.  CNHS works with families who are below 80% of the local area median income.  The focus of the home improvements follows the HUD CDBG guidelines.  As the years pass the average size loan for these improvements increase.  Currently the average size loan is about $14,000 per project.

CNHS is requesting funds from the City of St. Paul to continue a home improvement loan program to stabilize the housing infrastructure needs of the families within the city of St. Paul.",CDBG,200000,,
2013,Residential and Economic Development,Frogtown Flexible Fund,RE-072582-3,Planning and Economic Development,"GFCDC's Service Area, District 7 boundaries",7,"Grant funds: $375,000 for years 2012 & 2013 (Total of $750,000) GFCDC's Flexible Fund is critical to stabilizing the community during the foreclosure crisis. This funding will give GFCDC the flexibility needed to improve the condition of housing stock through a variety of methods, including acquisition of vacant property, relocation of tenants only if necessary, demolition of dilapidated properties where rehab is financially unfeasible, gap financing for new construction or rehabilitation of existing properties and write down funds of sale prices to provide a greater affordability. GFCDC targets resources toward vacant/foreclosed properties located on main corridors, high crime areas, and areas of other investment. GFCDC's redeveloped properties will be; sold at prices affordable to low and low-moderate income families or rented at affordable rates. When feasible, GFCDC works with the land trust to provide permanent affordability. Flexible funding enables GFCDC to respond to the economic crisis which has hit Frogtown.",CDBG,100000,,
2013,Community Facilities,Roof Replacement- Capital Maintenance,CF-660836-273,Parks and Recreation,1431 N. Lexington Pkwy,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,17000,,
2013,Residential and Economic Development,Frogtown Facelift Too,RE-552943-1,Planning and Economic Development,Frogtown,"7, 8","The Frogtown Facelift Too Program seeks $698,000 to provide up to 20 Single-Family and Owner Occupied Duplex homes owners in Frogtown and Summit University/Aurora St. Anthony with the opportunity to make vital repairs to their homes. Each owner can receive a loan up to $30,000. One half of the funds are forgiven over a five year period and one half of the funds are due on sale. Homeowners must be 80% or below median income (64,400 for a family of 4). The program was originally created as part of the city's ISP work in 2008. We have completed 17 projects under this program. It is designed to help owners who cannot qualify for the regular Facelift Program due to credit or debt to income issues. The program focuses primarily on necessary emergency/deferred maintenance problems. This improves the quality of life of the family and to keep a stable and well maintained housing stock.",CDBG,175000,,
2013,Residential and Economic Development,East Side Home Improvement Revolving Loan Fund,RE-550797-1,Planning and Economic Development,Dayton's Bluff,"4, 5","The East Side RLF provides a comprehensive package of services to retain and promote safe and affordable home ownership.  Services include: home inspections, lead paint risk assessments, spec writing, assistance obtaining bids, construction monitoring, lead clearance testing, construction escrow management, loan processing, financial counseling and the provision of below market interest rate loans to owner occupant households unable to obtain affordable conventional financing.  Using CDBG funds for rehab financing allows access to a wide variety of public and private resources that are ""packaged"" with RLF loans.  This results in added leverage and neighborhood impact.  Partnerships with private lenders, the MHFA, Neighborhood Reinvestment Corporation and others are fully utilized to maximize investment dollars.  These funds enable homeowners/home buyers to rehabilitate, refinance/rehabilitate or purchase/rehabilitate a home.  Our joint request for CIB/CDBG funding is $1,000,000 (Dayton's Bluff: $500,000 or $250,000 per year, and Payne/Phalen: $500,000 or $250,000 per year).",CDBG,325000,,
2013,Community Facilities,Repair of Main Shop Floor- Capital Maintenance,CF-660836-267,Public Works,891 N. Dale Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,66675,,
2013,Residential and Economic Development,Commercial Corridor and Citywide Economic Development,RE-661810-2,Planning and Economic Development,Citywide,Citywide,"The Commercial Corridor program will provide financing to assist businesses with expansion, property acquisition, rehabilitation, energy conservation improvements, leasehold improvements and development citywide.

Funds will be prioritized based on the city's Commercial Corridor Work Plans. Targeting city resources in a coordinated, concentrated and comprehensive manner will improve the lives of all Saint Paul citizens.",CDBG,250000,,
2013,Residential and Economic Development,Acquisition Fund for Stabilizing Neighborhoods,RE-661846-5,Planning and Economic Development,Citywide,Citywide,"Funding is being requested to:
1. Acquire by HRA or its partners hazardous, blighted properties for immediate demolition. Controlling the disposition of the property will allow the HRA and community to determine the highest and best re-use. The resulting vacant lots may be utilized as follows:
a. lots too small for redevelopment may be sold to adjacent property owners, or transferred as neighborhood green space.
b. vacant lots that could be developed as part of a larger redevelopment will be held as part of site assembly for future development.
c. vacant lots that will not be part of a larger development may be held until the market changes and redevelopment in the market place is feasible. (In the interim, use of these lots could be used for community gardens, urban farming and/or green space.)
2. Acquire by HRA or other partners properties for future rehabilitation or preservation. Properties acquired by the HRA with potential for future rehabilitation will be secured and maintained with neighborhood assistance until the real estate market corrects and rehabilitation is financially viable. Properties acquired by partners will be leveraged with other financing for immediate rehabilitation and/or preservation. Funding for the above activity may be recaptured upon sale of the property.",CDBG,250000,,
2013,Internal Service,Transfers to Debt Service Fund,CF-660869-1,General Government,Internal Accounting,Citywide,Transfer of interest earnings from prior years' capital improvement bond accounts and project balances from completed projects to capital improvement bonds debt service account.,SIB Previous Year,284000,,
2013,Internal Service,Transfers to Debt Service Fund,CF-660869-1,General Government,Internal Accounting,Citywide,Transfer of interest earnings from prior years' capital improvement bond accounts and project balances from completed projects to capital improvement bonds debt service account.,Interest,222000,,
2013,Internal Service,Real Estate Division Design Services,CF-661277-1,Financial Services,Citywide,Citywide,"The Real Estate Division provides staff time and expertise to other city departments that prepare capital maintenance and CIB proposals. These departments do not compensate the division for proposals, only for projects that are eventually funded.",PIA,30000,,
2013,Internal Service,CIB Contingency,CF-660693,General Government,Internal Accounting,Citywide,"To set aside a portion of the Capital Improvement Bond proceeds, plus some interest earnings, for unforeseen budget needs such as new project cost overruns and matches to grant received.",CIB,250000,,
2013,Community Facilities,Como Hamline Fiber- Capital Maintenance,CF-660836-266,Office of Technology,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,73104,,
2013,Community Facilities,Webster Play Area,CF-082932,Parks and Recreation,707 Holly Ave,8,"Replacement of existing play equipment, resilient surfacing, related site amenities and bituminous paths. Repair work to existing concrete walls and railings part of the play area container.",CIB,345000,,
2013,Community Facilities,Trillium Site Development,CF-061010,Parks and Recreation,"Jackson Street at Maryland and south
to Cayuga Street",6,"This approximately 45 acre parcel recently purchased by the City of Saint Paul, is a key open space and trail link in the Trout Brook Greenway Plan.  Site development of this former railroad property includes completion of soils and contaminants analysis (phase II study), soils remediation plan implementation, natural resources management plan and implementation, creek and wetland restoration and trail development.  Extensive prairie, wetland and woodland restoration is included along with interpretive facilities.",CIB,674000,,
2013,Community Facilities,Sun Ray Branch Library Renovation and Addition,CF-012925-1,Library,2105 Wilson Avenue 55119,1,"This proposal defines a plan to upgrade the Sun Ray Library to 21st century library standards. The result will be an energy-efficient and more welcoming building with a new service delivery plan. The upgrade will create more flexible and multi-purpose spaces for individual and group learning and community gatherings; be adaptable to varied and emerging technologies; take advantage of existing technology to improve patron self-service and add operating efficiency for staff; create a more welcoming building entry and better sight lines throughout the library; enhance the environment for teens and expand their opportunities to explore new media literacy tools; improve the unique environment for adults; create a reading garden for outside reading and activities, with trees and native plants; and improve energy efficiency.",Library Bonds,750000,,
2013,Community Facilities,City Network Backbone Switch Replacements- Capital Maintenance,CF-660836-265,Office of Technology,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,79750,,
2013,Community Facilities,Stinson Play Area,CF-062924,Parks and Recreation,Stinson Street and North Chatsworth Avenue,6,"Removal and replacement of existing play equipment in Stinson Play Area including associated parkland enhancements. Play area enhancements include resilient surfacing installed under new play equipment, installation of sidewalks to access the play area, updated fencing and addition of seating and landscaping.",CIB Prior Year,165000,,
2013,Community Facilities,Stinson Play Area,CF-062924,Parks and Recreation,Stinson Street and North Chatsworth Avenue,6,"Removal and replacement of existing play equipment in Stinson Play Area including associated parkland enhancements. Play area enhancements include resilient surfacing installed under new play equipment, installation of sidewalks to access the play area, updated fencing and addition of seating and landscaping.",CIB,128000,,
2013,Community Facilities,Parks Grant Prep/Preliminary Design Program,CF-660834,Parks and Recreation,Citywide,Citywide,"This proposal continues the program established in 2008-09 budget to create a fund allowing professional design staff within Parks and Recreation to work on unfunded community projects and grant preparation, including CIB and CIP preparation.  This program is needed because salaries of professional design staff within Parks and Recreation are not funded through the City's General Operating Budget as are most City staff.  Instead, their time is charged by the hour to projects which have been approved and funded through CIB, Metro Parks, Federal and State Grants, and other sources.  This is an existing annual program that is currently funded at $30,000/year CIB and $30,000/year PIA for a total of $60,000/year to cover the basic cost of services requested and provided.",PIA,30000,,
2013,Community Facilities,Outdoor Court Restoration Program,CF-660833,Parks and Recreation,Citywide,Citywide,"This proposal is to continue the annual program begun in the 1996-1997 budget to systematically resurface or replace, if necessary, the 101 tennis courts and 10 practice tennis courts, and broaden the program to include the 41 outdoor basketball courts, and increase the requested budget to $250,000 per year.",CIB,226000,,
2013,Community Facilities,Martin Luther King Play Area Improvements,CF-082912,Parks and Recreation,"271 Mackubin St.; Saint Paul, MN 55102",8,"This proposal seeks to replace the play equipment at Martin Luther King Recreation Center with equipment which meets CPSC and ADA guidelines. The addition of synthetic resilient surfacing will provide both accessibility and safety measures to the new play area. Additional site improvements including walks, benches, and landscaping will be provided as necessary.",CIB,294000,,
2013,Community Facilities,Indian Mounds Regional Park Play Area,CF-042910,Parks and Recreation,Earl and Mounds Blvd,4,"Replacement of play equipment, bituminous paths, a small picnic shelter and related
site amenities. Installation of resilient surfacing for ADA accessibility.",CIB,283000,,
2013,Community Facilities,Highland Park Branch Library Renovation and Addition,CF-152907,Library,1974 Ford Parkway 55116,15,This proposal defines a plan to upgrade the Highland Library to 21st century library standards. The result will be an energy-efficient and more welcoming building with a new service delivery plan. The upgrade will create more flexible and multi-purpose spaces for individual and group learning and community gatherings; be adaptable to varied and emerging technologies; take advantage of existing technology to improve patron self-service and add operating efficiency for staff; create a more welcoming and easily accessible building entry; enhance the interactivity of the early literacy space consistent with the Library's partnership with the Minnesota Children's Museum; enhance the environment for teens and expand their opportunities to explore new media literacy tools; improve the unique environment for adults; and improve energy efficiency.,Library Bonds,1250000,,
2013,Community Facilities,Building Reroof- Capital Maintenance,CF-660836-275,Parks and Recreation,1120 N. Dale Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,72000,,
2013,Community Facilities,Griggs Play Area,CF-112903,Parks and Recreation,Griggs Street and Hubbard Avenue,11,"Removal of existing play equipment and tennis court to install new, larger play area that accommodates separated 5-12 play area and 2-5 play area with resilient surfacing and additional site amenities.",CIB,340000,,
2013,Community Facilities,Frogtown Park and Farm,CF-073102,Parks and Recreation,919 Lafond,7,"A community generated proposal for a new park, nature preserve and urban demonstration garden to be located on 13 acres of land vacated by the former Wilder Foundation in an area of Saint Paul in great need of green space. This proposal offers unique opportunities to both partner with the Trust for Public Land (TPL) to acquire the property, and to partner with community organizations for future programming.  TPL has negotiated a purchase agreement with the Wilder Foundation on the property and is in process to receive an LCCMR grant of up to $1.5M.  The City is committing $280,000 of eligible parkland replacement funds in 2012.  When combined with tentative future CIB cycle commitments of $220,000 of STAR and $500,000 of CIB bonds, the City's total investment will be $1 million of the TPL $3.5 million project budget.",STAR,100000,,
2013,Community Facilities,Citywide Tree Planting Program,CF-660835,Parks and Recreation,Citywide,Citywide,"Planting of approximately 2,500 deciduous trees, 2 inch to 2 1/2 inch caliper, balled and burlapped, and approximately 50 evergreens, balled and burlapped.",CIB,315000,,
2013,Internal Service,Emergency Contingency- Capital Maintenance,CF-660836-1C,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,66769,,
2013,Community Facilities,Children's Play Area Improvements,CF-661054,Parks and Recreation,Citywide,Citywide,"Continuation of an annual program which facilitates the systematic replacement, renovation and/or retrofitting of the City's existing children's play areas.",CIB,225000,,
2013,Community Facilities,Cayuga Play Area Improvements,CF-062886,Parks and Recreation,"198 Cayuga St.; Saint Paul, MN 55117",6,"This proposal seeks to replace the play equipment at Cayuga Park with equipment which meets CPSC and ADA guidelines. The addition of synthetic resilient surfacing will provide both accessibility and safety measures to the new play area. Additional site improvements including walks, benches, and landscaping will be provided as necessary.",CIB,105000,,
2013,Community Facilities,Asphalt Restoration and Replacement Program,CF-661722-1,Parks and Recreation,Citywide,Citywide,"This proposal requests continued support of the Asphalt Restoration and Replacement Program.  The program was first established in the 1996-97 budget to systematically resurface, seal coat, and/or repair the over 50 miles of paved paths and trails in the City's park system, including paved sites, building access routes, and parking lots.",CIB,225000,,
2013,Internal Service,Citywide Long-Term Capital Maintenance Program,CF-660836-1,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,0,,
2013,Community Facilities,Fire Station 6 Concrete Apron Replacement- Capital Maintenance,CF-660836-263,Fire,33 Concord Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,27132,,
2013,Community Facilities,Battle Creek Rec Center Door Replacement- Capital Maintenance,CF-660836-262,Parks and Recreation,75 Winthrop St S,1,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,14000,,
2013,Community Facilities,Conway Gym Unit HVAC Replacement- Capital Maintenance,CF-660836-261,Parks and Recreation,2090 Conway Ave,1,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,45000,,
2013,Community Facilities,Wilder Rec Center Elevator Replacement- Capital Maintenance,CF-660836-260,Parks and Recreation,958 Jessie St,5,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,97000,,
2013,Community Facilities,Public Art Maintenance- Capital Maintenance,CF-660836-1P,Public Art,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,6810,,
2013,Internal Service,Bond Sale Costs,CF-660692-1,General Government,Internal Accounting,Citywide,To set aside a portion of the Capital Improvement Bond proceeds to cover the cost of issuing the bonds.,STAR,187000,,
2013,Internal Service,Bond Sale Costs,CF-660692-1,General Government,Internal Accounting,Citywide,To set aside a portion of the Capital Improvement Bond proceeds to cover the cost of issuing the bonds.,CIB,105000,,
2012,Community Facilities,Fire Station 23 Window Replacement- Capital Maintenance,CF-660836-235,Fire,1926 Como Avenue,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,88720,,
2012,Community Facilities,Reserve Storage Building Insulation- Capital Maintenance,CF-660836-236,Fire,1679 Energy Park Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,86293,,
2012,Internal Service,Citywide Long-Term Capital Maintenance Program,CF-660836-1,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,0,,
2012,Internal Service,Citywide Long-Term Capital Maintenance Program,CF-660836-1,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB Prior Year,0,,
2012,Community Facilities,Martin Luther King Air Conditioning Compressor Replacement- Capital Maintenance,CF-660836-258,Parks and Recreation,271 Mackubin Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,27000,,
2012,Streets and Utilities,Charles Im Park to Aldine,SU-6602231-11,Public Works,Charles Im Park to Aldine,11,"This is a citywide program established to improve the structural condition, safety and rideability of the city's street system.  This recurring program, which replaces the Residential Street Vitality Program, will include all city streets, both residential and arterial, and projects will be prioritized by Pavement Condition Index and Average Daily Traffic as the main criteria.",Various,1023000,,
2012,Community Facilities,Upgraded Heating System for the Truck Wash Bay- Capital Maintenance,CF-660836-255,Public Works,891 N. Dale Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,21450,,
2012,Community Facilities,Public Art Maintenance- Capital Maintenance,CF-660836-1P,Public Art,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,6920,,
2012,Community Facilities,St. Paul Police Impound Lot- Capital Maintenance,CF-660836-253,Police,830 Barge Channel Road,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,59345,,
2012,Community Facilities,Cooling Systems for Grove Data Center and Crime Lab- Capital Maintenance,CF-660836-252,Police,367 Grove Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,190000,,
2012,Community Facilities,Como Conservatory Wing Gutter Repairs- Capital Maintenance,CF-660836-251,Parks and Recreation,1325 Aida Place,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,33000,,
2012,Community Facilities,Kellogg Mall Park Electric Service Panel- Capital Maintenance,CF-660836-250,Parks and Recreation,60 E. Kellogg Blvd,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,26000,,
2012,Community Facilities,Filter Replacement- Capital Maintenance,CF-660836-249,Parks and Recreation,1282 Kaufman Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,11000,,
